Aviso,Fecha de aviso,Descripción,Orden,Grupo planif.,Clase de aviso,Status sistema,Fecha de cierre,Ce.emplazam.,Descripción,Duración parada
100000000,02/04/2025,daño en puerta de malacate,,P41,MC,MDIF,,C290,Malacate,0
100000001,02/04/2025,Puerta baño Porciparrilla hombres,60000179,P43,MC,MECE ORAS,21/05/2025,C460,,0
100000002,02/04/2025,Vitrina de refrigeracion esta congelando,,P42,MC,MECE,23/07/2025,C140,Vitrina refrigeracion N°02,0
100000118,08/04/2025,Espacio entre vidrio y pared parrilla,,P43,MC,METR,,C340,,0
100000120,01/04/2025,Mejorar la condición del piso sala pro,,P43,MC,METR,,C260,,0
100000122,01/04/2025,Cambio o reparación marco puerta de cava,,P42,MC,MDIF,,C250,,0
100000123,01/04/2025,Archivadores oficina jefe contabilidad,60000385,P43,MC,MECE ORAS,16/05/2025,A290,,0
100000124,01/04/2025,Puerta procesos,60000357,P43,MC,MECE ORAS,30/04/2025,C240,,0
100000125,01/04/2025,Instalación de puerta en administración,60000935,P43,MC,MECE ORAS,06/06/2025,C240,,0
100000127,01/04/2025,Tornillos oxidados,60000386,P43,MC,MECE ORAS,30/04/2025,C240,,0
100000128,01/04/2025,Reemplazar vidrio de puesto de pago,,P43,MC,MECE,05/08/2025,C310,,0
100000130,01/04/2025,Estructura de cortina enrollable,60000332,P43,MC,MECE ORAS,30/04/2025,C240,,0
100000131,01/04/2025,Revisión a cámara externa por fuerte agu,,P41,MC,MECE,29/07/2025,C400,CAM PV-CALI-Externa2,0
100000134,01/04/2025,Cambio de cortinas cava refrigeración,60000169,P42,MC,MECE ORAS,02/05/2025,C200,,0
100000141,01/04/2025,Palanca puerta desprendida cava,,P42,MC,MECE,28/07/2025,C260,,0
100000142,01/04/2025,Reparacion de acrilicos,,P43,MC,MECE,05/05/2025,C120,,0
100000143,01/04/2025,UPS del punto de venta requiere revision,,P41,MC,MECE,08/09/2025,C320,UPS,0
100000145,01/04/2025,Reparación ventana de PV Cali,60001117,P43,MC,MECE ORAS,29/07/2025,C400,,0
100000147,01/04/2025,Daño en cajonera de los baños,60000938,P43,MC,MECE ORAS,10/07/2025,C410,,0
100000148,01/04/2025,Solicitud cambio de la plataforma cavas,,P43,MC,METR,,C190,,0
100000149,01/04/2025,camara parrilla sin visual,60000379,P91,MC,MECE ORAS,21/08/2025,C320,CAM PV-SOLE_Zona Parrilla,0
100000150,01/04/2025,Camara fuera de linea,,P41,MC,MECE,29/07/2025,A160,CAM PV-MON_Apartamento #1,0
100000151,01/04/2025,Escaleras se encuentran oxidadas,60000672,P43,MC,MECE ORAS,14/08/2025,C120,,0
100000152,01/04/2025,Cambio de rieles de dos cajones,60000499,P43,MC,MECE ORAS,10/07/2025,A300,,0
100000154,01/04/2025,Revision de silla de puesto de trabajo,60000457,P43,MC,MECE ORAS,05/05/2025,A290,,0
100000155,01/04/2025,Limpieza de aire acondicionado,60000170,P42,MC,MECE ORAS,21/04/2025,C460,Aire acondicionado msplit - casette N°01,0
100000156,01/04/2025,Daño en mesa,,P43,MC,METR,,C410,,0
100000158,01/04/2025,Calibración termómetro sala de lactancia,,P44,MC,MECE,12/05/2025,A280,,0
100000159,01/04/2025,Solicitud cambio de gato de vitrina exhi,,P42,MC,MECE,19/08/2025,C300,Vitrina refrigeracion N°02,0
100000160,01/04/2025,Portacuchillos PV Caldas,,P43,MC,MECE,07/05/2025,C140,,0
100000166,01/04/2025,Arreglo lampara pasillo,,P41,MC,MECE,29/07/2025,C180,,0
100000169,01/04/2025,Camara No Funciona,,P91,MC,MECE,21/08/2025,C400,CAM PV-CALI-Mostrador 1,0
100000171,01/04/2025,Reflectores parte externa,,P41,MC,MECE,21/07/2025,C260,,0
100000173,01/04/2025,Pisos muy porosos,60000543,P43,MC,MECE ORAS,21/05/2025,C140,,0
100000174,10/04/2025,Fabricacion carro reparacion Nevera Even,60000200,P42,MC,MECE ORAS,02/05/2025,A400,Nevera vitrina refrigeracion eventos,0
100000175,01/04/2025,corrosión o oxidación de equipos,,P42,MC,MECE,19/08/2025,C330,Vitrina refrigeracion N°01,0
100000176,01/04/2025,Páneles led de pérgola malos,,P41,MC,MECE,29/07/2025,C250,,0
100000177,01/04/2025,Arreglo Puerta Principal,,P43,MC,MECE,21/05/2025,C200,,0
100000178,01/04/2025,Instalacion de camilla,,P43,MC,MECE,21/05/2025,C210,,0
100000179,01/04/2025,Lámparas de Cruz Técnica,,P41,MC,MECE,29/07/2025,C250,,0
100000181,01/04/2025,Techo del area de procesos,60000504,P43,MC,MECE ORAS,21/05/2025,C120,,0
100000183,01/04/2025,Protector para la pared sala de clientes,,P43,MC,MECE,04/06/2025,C260,,0
100000185,01/04/2025,Reparación cubierta de ventiladores,60000404,P42,MC,MECE ORAS,08/05/2025,C190,Evaporador cava congelacion N°01,0
100000186,01/04/2025,Goteras centro monitoreo,60000501,P43,MC,MECE ORAS,07/05/2025,A290,,0
100000189,10/04/2025,Bomba suministro agua dañada,60000132,P41,MC,MECE ORAS,21/05/2025,C270,Bomba agua presión hidroflot,131
100000191,01/04/2025,cambio de ojos de buey,,P41,MC,MECE,29/07/2025,C200,,0
100000193,01/04/2025,Proteccion a bomba de desinfección,60000474,P41,MC,MECE ORAS,21/05/2025,A400,Sistema bombeo N°01,0
100000195,01/04/2025,Instalacion de camilla,,P43,MC,MECE,21/05/2025,C120,,0
100000197,01/04/2025,Cambio mueble de madera lavamanos,60000963,P43,MC,MECE ORAS,01/08/2025,C460,,0
100000198,01/04/2025,Marco dañado cava refrigeracion,,P42,MC,MECE,05/09/2025,C290,,0
100000199,01/04/2025,Manija baños,60000394,P43,MC,MECE ORAS,30/04/2025,C240,,0
100000200,01/04/2025,cambio de: gatos,,,,,,,,
100000201,01/04/2025,stiker,,P44,MC,MECE,26/04/2025,C240,Balanza colgante N°01,0
100000202,01/04/2025,Daño iluminacion externa P.v,,P41,MC,MECE,29/07/2025,C310,,0
100000203,08/04/2025,Cambio lamparas de emergencia,60002280,P41,MC,MECE ORAS,29/07/2025,C140,,0
100000205,01/04/2025,Instalacion estructura horno,60000381,P43,MC,MECE ORAS,21/05/2025,C580,,0
100000206,01/04/2025,Camara del mostrador sin visual,,P91,MC,MECE,21/08/2025,C300,CAM PV-CART-Cajas 2,0
100000207,01/04/2025,Camara Mostrador 1 sin visual,,P91,MC,MECE,21/08/2025,C370,CAM PV-CTGO-Caja,0
100000208,01/04/2025,instalacion lamparas nuevas P.v,,P41,MC,MECE,29/07/2025,C170,,0
100000209,01/04/2025,Persianas punto de venta,,P41,MC,MECE,21/07/2025,C320,Puerta automatica N°05,0
100000210,01/04/2025,Puerta metalica principal,60000376,P43,MC,MECE ORAS,21/05/2025,C200,,0
100000211,01/04/2025,Se requiere UPS para el punto de venta,,P41,MC,MECE,08/09/2025,C120,UPS,0
100000212,01/04/2025,Mantenimiento pisos archivo financiero,,P43,MC,METR,,A280,,0
100000214,05/04/2025,Revisión camaras,,P41,MC,MECE,29/07/2025,C360,CAM PV-DQU_Cava refrigeracion,0
100000216,01/04/2025,Bisagras puertas cocina GTH,60001114,P43,MC,MECE ORAS,01/08/2025,A300,,0
100000217,01/04/2025,Instalación de pasamanos PV la 33,,P43,MC,MECE,04/08/2025,C470,,0
100000219,01/04/2025,Bascula de proceso no enciende,60000309,P44,MC,MECE ORAS,06/05/2025,C120,Balanza etiquetadora,32
100000220,01/04/2025,Soldar chapa de portacuchillo,,P43,MC,MECE,21/05/2025,C140,,0
100000223,01/04/2025,Instalacion de camaras tipo domo,,P41,MC,MECE,29/07/2025,C230,,0
100000227,01/04/2025,Daño en luces parrilla,,P41,MC,MECE,29/07/2025,C310,,0
100000228,01/04/2025,Reparacion de camaras de parrilla,,P91,MC,MECE,21/08/2025,C320,CAM PV-SOLE_Zona Parrilla,0
100000231,02/04/2025,Pintura de escalera tipo gato,60000136,P43,MC,MECE MERE ORAS,21/05/2025,C240,,0
100000233,01/04/2025,Reparación santamaría,60000135,P43,MC,MECE ORAS,21/05/2025,C160,,0
100000234,01/04/2025,bascula de piso,60000109,P44,MC,MECE ORAS,11/04/2025,C120,Bascula plataforma,0
100000238,01/04/2025,arreglo vitrinas para Envigado curva 90,60000182,P42,MC,MECE ORAS,16/05/2025,C160,Vitrina refrigeracion Curva,0
100000243,01/04/2025,Freidora no enciende,,P41,MC,MECE,21/07/2025,C570,Freidora electrica N°01,0
100000244,01/04/2025,daño sierra sin fin,60000107,P41,MC,MECE ORAS,22/05/2025,C160,Sierra sin fin,0
100000246,01/04/2025,Recipientes de freidora en mal estado,,P41,MC,MECE,29/07/2025,C120,Freidora a gas N°01,0
100000247,04/04/2025,Reparacion cortina,60000105,P43,MC,MECE ORAS,21/05/2025,C160,,0
100000248,01/04/2025,Sellamiento y reparación,,P43,MC,MECE,01/08/2025,C470,,0
100000249,10/04/2025,No encienden las luces de la campana.,60000126,P41,MC,MECE ORAS,06/05/2025,C460,Campana extractora,0
100000250,01/04/2025,Deterioro estructura escaleras,60000201,P43,MC,MECE ORAS,21/05/2025,C310,,0
100000251,10/04/2025,Daño en gatos de Vitrina,,P42,MC,MECE,28/07/2025,C380,Vitrina refrigeracion N°01,0
100000252,10/04/2025,Reparacion de camaras,,P41,MC,MECE,29/07/2025,C260,CAM PV-MON_Zona De Carga,0
100000253,01/04/2025,Daño el aire acondicionado instalacio,60001017,P42,MC,MECE ORAS,05/06/2025,C190,Aire acondicionado msplit - casette N°01,0
100000254,04/04/2025,Sincele_Cava,,P91,MC,MECE,21/08/2025,C290,CAM PV-SIN_Cava,0
100000283,03/04/2025,Pintura medias cañas,60000134,P43,MC,MECE ORAS,21/05/2025,C180,,0
100000284,08/04/2025,Mantenimiento general punto de venta,60000141,P43,MC,MECE ORAS,21/05/2025,C180,,0
100000320,12/04/2025,Cierre Parqueadero,60000164,P43,MC,MECE ORAS,21/05/2025,C470,,0
100000326,13/04/2025,Cava de congelacion dañada,,P42,MC,MECE,21/05/2025,C270,Evaporador cava congelacion N°01,22
100000341,14/04/2025,Mantenimiento correctivo iluminacion,60000162,P41,MC,MECE ORAS,29/07/2025,C330,,0
100000357,14/04/2025,deterioro adaptador camara,,P91,MC,MECE,21/08/2025,C330,CAM PV-LDOR_Puerta,0
100000360,14/04/2025,Cambio de luces en pergola,60000168,P41,MC,MECE ORAS,21/05/2025,C350,,0
100000377,14/04/2025,Calibracion alcoholimetro GSPA,60000316,P44,MC,MECE ORAS,02/07/2025,A400,Alcoholimetro,0
100000388,15/04/2025,canasta de freidora gancho partido,60000271,P41,MC,MECE ORAS,21/05/2025,C280,Freidora electrica N°01,216
100000394,15/04/2025,Gotera sala de ventas,60000211,P43,MC,MECE ORAS,21/05/2025,C120,,0
100000403,01/04/2025,Reparacion de kit de arranque compresor,60000184,P42,MC,MECE ORAS,02/07/2025,C180,Vitrina refrigeracion N°03,0
100000422,15/04/2025,Cava de refrigeracion deficiente,60000209,P42,MC,MECE ORAS,21/05/2025,C190,Evaporador cava refrigeracion N°01,0
100000426,15/04/2025,arreglo vitrinas para Envigado prest 200,60000202,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina refrigeracion 200,0
100000427,15/04/2025,arreglo vitrinas para Envigado prest 200,60000203,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina refrigeracion 200,0
100000428,15/04/2025,arreglo vitrinas para Envigado prest 250,60000204,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina refrigeracion 200,0
100000429,15/04/2025,arreglo vitrinas para Envigado cong 105,60000205,P42,MC,MECE ORAS,05/06/2025,C160,Vitrina congelacion 105,0
100000481,16/04/2025,Pintura cortinas enrrollables,60000217,P43,MC,MECE ORAS,21/05/2025,C240,,0
100000482,16/04/2025,Campana de parrilla,60000235,P41,MC,MECE ORAS,21/05/2025,C200,Campana extractora,0
100000508,17/04/2025,Temperatura alta en vitrinas,60000246,P42,MC,MECE ORAS,21/05/2025,C200,Vitrina refrigeracion N°02,7
100000517,19/04/2025,Vitrina hechando humo,60000247,P42,MC,MECE ORAS,21/05/2025,C170,Vitrina congelacion N°01,2
100000518,19/04/2025,Vitrina refrigeracion con fallas,4000000,P42,MC,MECE ORAS,21/05/2025,C220,Vitrina refrigeracion N°01,0
100000523,20/04/2025,Vitrina dañada,60000237,P42,MC,MECE ORAS,21/05/2025,C150,Vitrina congelacion N°03,2
100000529,20/04/2025,arreglo lampara pasillo cavas,60000864,P41,MC,MECE ORAS,02/07/2025,C210,,0
100000530,20/04/2025,Daño en cava de congelacion,60000236,P42,MC,MECE ORAS,21/05/2025,C210,Evaporador cava congelacion N°01,0
100000531,21/04/2025,sierra dañada,60000325,P41,MC,MECE ORAS,21/05/2025,C290,Sierra sin fin,65
100000536,21/04/2025,sierra,,P41,MC,MECE,21/04/2025,C100,Sierra sin fin,0
100000538,21/04/2025,Requqerimiento calidad,,P43,MC,MECE,04/06/2025,C220,,0
100000539,21/04/2025,sierra sin fin,60000340,P41,MC,MECE ORAS,21/05/2025,C100,Sierra sin fin,13
100000540,21/04/2025,etiquetadora,60000459,P44,MC,MECE ORAS,05/05/2025,C100,Balanza etiquetadora,0
100000544,21/04/2025,arreglo granito fachada Pv y tableta,,P43,MC,MECE,01/08/2025,C210,,0
100000545,21/04/2025,balanza colgante,60000330,P44,MC,MECE ORAS,26/04/2025,C100,Balanza colgante N°04,0
100000546,21/04/2025,iluminación vitrina 2,,P42,MC,MECE,28/07/2025,C120,Vitrina refrigeracion N°02,0
100000547,21/04/2025,Pintura negra jardineras,60000693,P43,MC,MECE ORAS,21/05/2025,C120,,0
100000548,21/04/2025,Desprendimiento de pintura,60000671,P43,MC,MECE ORAS,21/05/2025,C200,,0
100000550,21/04/2025,freidora no enciende,60000289,P41,MC,MECE ORAS,21/05/2025,C410,Freidora a gas N°02,10
100000558,21/04/2025,Mantenimiento PV Sabaneta locativo,60000239,P43,MC,MECE ORAS,21/05/2025,C120,,0
100000565,21/04/2025,Mantenimiento y lavado de vitrinas PV 33,60000241,P42,MC,MECE ORAS,21/05/2025,C470,Vitrina refrigeracion N°01,0
100000568,22/04/2025,Fabricacion de piezas para vitrinas,60000242,P42,MC,MECE ORAS,27/06/2025,C160,Vitrina refrigeracion N°03,0
100000572,22/04/2025,Persiana,4000021,P43,MC,MECE ORAS,04/06/2025,C100,,0
100000577,22/04/2025,SOLICITUD INTERVENCIÓN ESTANTERIA,60001044,P43,MC,MECE ORAS,04/08/2025,C120,,0
100000578,22/04/2025,Sierra desgaste motor,60000251,P41,MC,MECE ORAS,21/05/2025,C300,Sierra sin fin,134
100000579,22/04/2025,ARREGLO PUERTA DE ACCESO CLIENTES,60000252,P43,MC,MECE ORAS,21/05/2025,C320,,0
100000588,22/04/2025,Tomas electrico en mal estado,,P41,MC,MECE,21/07/2025,C100,,0
100000590,22/04/2025,Latas vitrinas caidas,60000406,P42,MC,MECE ORAS,27/06/2025,C100,Vitrina refrigeracion N°02,0
100000593,22/04/2025,Molino con fuga de aceite,60000339,P41,MC,MECE ORAS,02/07/2025,C300,Molino,129
100000594,22/04/2025,SOLICITUD REMACHES BRAZO BASCULA,60000460,P44,MC,MECE ORAS,05/05/2025,C120,Balanza colgante N°05,0
100000601,23/04/2025,Daño conector internet,60000477,P41,MC,MECE ORAS,21/05/2025,C140,,0
100000602,23/04/2025,Cava de refrigeracion,60000304,P42,MC,MECE ORAS,06/05/2025,C100,Controlador cava refrigeracion N°01,0
100000613,23/04/2025,Mantenimiento p.v. tulua locativo,60000278,P43,MC,MECE ORAS,21/05/2025,C380,,0
100000620,01/04/2025,suministro de cargador bateria,60000274,P41,MC,MECE ORAS,30/05/2025,C260,Planta electrica,0
100000624,23/04/2025,Fabricacion y maquinado plea sierra,60000279,P41,MC,MECE ORAS,01/08/2025,C140,Sierra sin fin,0
100000627,01/04/2025,maquinado Ejes y bujes sierra,60000281,P41,MC,MECE ORAS,21/07/2025,C160,Sierra sin fin,0
100000633,23/04/2025,Cambio de luces pergola,60000285,P41,MC,MECE ORAS,21/05/2025,C400,,0
100000640,23/04/2025,Accesorios para instalacion de Bomba,,P41,MC,MECE,21/05/2025,C270,,0
100000641,23/04/2025,mantenimeinto freidoras,60000343,P41,MC,MECE ORAS,21/05/2025,C330,Freidora electrica N°01,402
100000647,01/04/2025,Reparacion balanza etiquetadora,60000297,P44,MC,MECE ORAS,05/05/2025,C100,Balanza etiquetadora,0
100000648,07/04/2025,Reparacion teclado de balanza,60000582,P44,MC,MECE ORAS,28/05/2025,C140,Balanza colgante N°02,0
100000649,07/04/2025,Daño marco de botonera,60000583,P44,MC,MECE ORAS,28/05/2025,C140,Balanza colgante N°03,0
100000650,24/04/2025,Daño cierra cable,60000308,P41,MC,MECE ORAS,21/05/2025,C350,Sierra sin fin,1
100000652,07/04/2025,Marco de botonera reventado,60000584,P44,MC,MECE ORAS,28/05/2025,C140,Balanza colgante N°04,0
100000653,24/04/2025,Cambio de baterias ups,60000303,P41,MC,MECE ORAS,22/05/2025,A290,UPS,0
100000654,07/04/2025,Marco de botonera roto,60000588,P44,MC,MECE ORAS,28/05/2025,C160,Balanza colgante N°02,0
100000655,07/04/2025,Marco de botonera roto,60000589,P44,MC,MECE ORAS,28/05/2025,C160,Balanza colgante N°05,0
100000657,07/04/2025,Marco de botonera roto,60000590,P44,MC,MECE ORAS,28/05/2025,C160,Balanza colgante N°07,0
100000658,07/04/2025,Marco de botonera roto,60000591,P44,MC,MECE ORAS,28/05/2025,C120,Balanza colgante N°04,0
100000660,07/04/2025,Marco de botonera roto,60000592,P44,MC,MECE ORAS,28/05/2025,C120,Balanza colgante N°05,0
100000661,07/04/2025,Marco de botonera roto,60000593,P44,MC,MECE ORAS,28/05/2025,C110,Balanza colgante N°01,0
100000662,07/04/2025,Marco de botonera roto,60000594,P44,MC,MECE ORAS,28/05/2025,C200,Balanza colgante N°03,0
100000663,01/04/2025,Bisagra y tapa de impresora malos,60000299,P44,MC,MECE ORAS,22/05/2025,C140,Balanza colgante N°01,0
100000667,01/04/2025,Tapa de impresora rota,60000595,P44,MC,MECE ORAS,29/05/2025,C170,Balanza colgante N°01,0
100000669,24/04/2025,Reparacion llave sala de procesos,60000378,P43,MC,MECE ORAS,21/05/2025,C400,,0
100000670,01/04/2025,Bisagra de impresora fracturada,60000597,P44,MC,MECE ORAS,29/05/2025,C170,Balanza colgante N°02,0
100000671,01/04/2025,Bisagra de impresora fracturada,60000599,P44,MC,MECE ORAS,29/05/2025,C170,Balanza colgante N°03,0
100000673,24/04/2025,novedad con gato puerta p.v.,60000302,P43,MC,MECE ORAS,21/05/2025,C310,,0
100000674,24/04/2025,Revisar bomba de agua poso URGENTE,60000317,P41,MC,MECE ORAS,21/05/2025,A400,Bomba lapicero N°01,0
100000675,24/04/2025,Empaque de ventanas para transport,60000301,P43,MC,MECE ORAS,21/05/2025,C400,,0
100000676,01/04/2025,Bisagra de impresora fracturada,60000600,P44,MC,MECE ORAS,29/05/2025,C170,Balanza colgante N°04,0
100000677,01/04/2025,Bascula de piso con diferencia de peso.,60000312,P44,MC,MECE ORAS,06/05/2025,C400,Bascula plataforma,0
100000678,24/04/2025,Restauracion de vitrinas Arneg 01,60000305,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina refrigeracion N°01,0
100000679,24/04/2025,Restauracion de vitrinas Arneg 02,60000306,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina refrigeracion N°02,0
100000681,24/04/2025,Restauracion de vitrinas Arneg 03,60000307,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina refrigeracion N°03,0
100000688,24/04/2025,Muros p.v. copacabana,60000310,P43,MC,MECE ORAS,22/05/2025,C200,,0
100000697,24/04/2025,Temperatura Vitrina principal,,P42,MC,MECE,21/07/2025,C240,Vitrina refrigeracion N°02,0
100000707,25/04/2025,Reparacion de cortinas enrrollable,60000315,P41,MC,MECE ORAS,21/05/2025,C270,Puerta automatica N°01,16
100000709,25/04/2025,URGENTE CAFETERA FALLANDO,60000775,P41,MC,MECE ORAS,21/05/2025,C120,Electrodomesticos menores,0
100000711,25/04/2025,Nevera parrilla no enfria,60000541,P42,MC,MECE ORAS,29/05/2025,C220,Nevera vertical mixta,781
100000722,25/04/2025,Cambio de luces pasillo interno,60000323,P41,MC,MECE ORAS,21/05/2025,C400,,0
100000723,25/04/2025,Revicion b. etiquetadora,60000571,P44,MC,MECE ORAS,12/05/2025,C100,Balanza etiquetadora,0
100000724,25/04/2025,Cambio de luces salon general pv,60000324,P41,MC,MECE ORAS,21/05/2025,C400,,0
100000726,25/04/2025,cambio de luces apartamento Edf Cali,60000326,P41,MC,MECE ORAS,21/05/2025,A260,,0
100000727,25/04/2025,Cambio de lamparas y limpieza curz tecni,60000327,P41,MC,MECE ORAS,21/05/2025,C400,,0
100000730,25/04/2025,Cambio de luces salon empleados,60000329,P41,MC,MECE ORAS,21/05/2025,C400,,0
100000731,25/04/2025,pozuelo del area de aseo con fuga de agu,60000333,P43,MC,MECE ORAS,21/05/2025,C110,,0
100000741,26/04/2025,REPARACION REJA PARRILLA,60000355,P43,MC,MECE ORAS,21/05/2025,C310,,0
100000744,26/04/2025,canasta de la freidora mala,,P41,MC,MECE,21/07/2025,C570,Freidora a gas N°01,0
100000747,28/04/2025,la  sierra no arranca,60000365,P41,MC,MECE ORAS,21/05/2025,C290,Sierra sin fin,0
100000752,28/04/2025,Lamparas colgantes Procesos & Pasillo,,P41,MC,MECE,29/07/2025,C240,,0
100000758,28/04/2025,BOMBA CON FUGA,60000784,P41,MC,MECE ORAS,21/07/2025,C280,Bomba agua presion N°01,0
100000765,28/04/2025,PUERTA DESCARRILADA,60001046,P43,MC,MECE ORAS,04/06/2025,A400,,0
100000767,28/04/2025,Gotera techo oficina dirección porcicult,60000596,P43,MC,MECE ORAS,21/05/2025,A280,,0
100000768,28/04/2025,Compra de cuchilla y disco del molino,60000375,P41,MC,MECE ORAS,27/06/2025,C260,Molino,0
100000770,28/04/2025,Vitrina Congelacion no funciona,60000374,P42,MC,MECE ORAS,21/05/2025,C160,Vitrina congelacion 105,2
100000772,28/04/2025,Cava Refrigeracion no funciona,60000373,P42,MC,MECE ORAS,21/05/2025,C220,Controlador cava refrigeracion N°01,2
100000775,28/04/2025,CAMBIO DE SWITCH EN LA PARRILLA,60000369,P41,MC,MECE ORAS,27/06/2025,C310,,0
100000776,28/04/2025,cruz tecnica mtto,60000683,P41,MC,MECE ORAS,21/05/2025,C370,,0
100000777,28/04/2025,Luces quemadas de la Cruz,,P41,MC,MECE,29/07/2025,C230,,0
100000778,28/04/2025,Cambio aspa de ventilador cava cong,60000490,P42,MC,MECE ORAS,28/07/2025,C370,Evaporador cava congelacion N°01,0
100000779,28/04/2025,Rejas punto de venta,,P43,MC,MECE,07/05/2025,C230,,0
100000782,29/04/2025,Arrreglo puerta de parrilla vidrio,60000422,P43,MC,MECE ORAS,21/05/2025,C250,,0
100000783,29/04/2025,Arreglo puerta de vidrio PDV,60000421,P43,MC,MECE ORAS,21/05/2025,C250,,0
100000784,29/04/2025,Luces de pérgola en mal estato,,P41,MC,MECE,29/07/2025,C250,,0
100000785,29/04/2025,Luces de cruz técnica malas,,P41,MC,MECE,29/07/2025,C250,,0
100000786,29/04/2025,Luces del salon parrilla sin funcionamie,,P41,MC,MECE,29/07/2025,C250,,0
100000798,29/04/2025,mantenimiento techo de parrillla(gotera),60000710,P43,MC,MECE ORAS,04/06/2025,C260,,0
100000804,29/04/2025,Arreglo de fachada superior,60000418,P43,MC,MECE ORAS,05/06/2025,C250,,0
100000809,30/04/2025,Reparacion bascula colgante,60000577,P44,MC,MECE ORAS,28/05/2025,C340,Balanza colgante N°01,0
100000811,30/04/2025,Vitrina refrigeracion sin frio,60000391,P42,MC,MECE ORAS,21/05/2025,C190,Vitrina refrigeracion N°04,3
100000822,30/04/2025,Techo Con gotera,60000387,P43,MC,MECE ORAS,05/06/2025,C240,,0
100000824,30/04/2025,etiquetadora no pesa,60000573,P44,MC,MECE ORAS,15/05/2025,C120,Balanza etiquetadora,358
100000825,30/04/2025,reparacion de moto ose69d,,P43,MC,MECE,02/05/2025,C370,,0
100000828,30/04/2025,Solicitud mtto correctivo of calidad PV,60000689,P43,MC,MECE ORAS,21/05/2025,A280,,0
100000829,30/04/2025,Daño aire acondicionado monitoreo,60000392,P42,MC,MECE ORAS,21/05/2025,A290,Aire acondicionado msplit - casette N°01,0
100000830,30/04/2025,Revision AA PV Barranquilla,60000393,P42,MC,MECE ORAS,24/07/2025,C310,Aire acondicionado central,0
100000832,30/04/2025,Compra de ACPM,,P41,MC,MECE,30/04/2025,C320,Planta electrica,0
100000833,15/04/2025,Cava de refrigeracion deficiente,,P42,MC,MECE,21/05/2025,C190,Evaporador cava refrigeracion N°01,0
100000849,01/05/2025,daño en manguera del desague lavaplatos,60000468,P43,MC,MECE ORAS,29/05/2025,C460,,0
100000854,02/05/2025,Puerta de la cava esta caida,60000405,P42,MC,MECE ORAS,21/05/2025,C170,,0
100000860,02/05/2025,Molino botó una pieza,60000420,P41,MC,MECE ORAS,21/05/2025,C160,Molino,63
100000865,02/05/2025,daño de extractor  parrilla,60000409,P41,MC,MECE ORAS,21/05/2025,C390,Campana extractora,83
100000866,02/05/2025,reparacion cruz tecnica,60000413,P41,MC,MECE ORAS,21/05/2025,C390,,0
100000867,02/05/2025,cambio luz salon empleados,60000415,P41,MC,MECE ORAS,21/05/2025,C390,,0
100000868,02/05/2025,Daño vitrina,60000416,P42,MC,MECE ORAS,02/07/2025,C390,Vitrina refrigeracion N°02,0
100000872,02/05/2025,Equipos de frio,60000542,P42,MC,MECE ORAS,21/05/2025,C240,Vitrina refrigeracion N°03,0
100000873,02/05/2025,Nevera no enfria,60000455,P42,MC,MECE ORAS,21/05/2025,C300,Vitrina refrigeracion N°03,0
100000874,02/05/2025,Mantenimiento preventivo Molino,60000500,P41,MC,MECE ORAS,21/05/2025,C230,Molino,5
100000877,02/05/2025,Ventilador condensandora,60000481,P42,MC,MECE ORAS,21/05/2025,C240,Condensador cava congelacion N°01,0
100000878,02/05/2025,Vitrina congelación,60000482,P42,MC,MECE ORAS,13/05/2025,C240,Vitrina congelacion N°02,0
100000880,02/05/2025,Cerramiento externo,60001091,P43,MC,MECE ORAS,13/06/2025,C400,,0
100000882,03/05/2025,Verificacion de temperaturas metrologia,60000503,P44,MC,MECE ORAS,21/05/2025,C230,Vitrina refrigeracion N°01,0
100000883,03/05/2025,Arreglo de cava refrigeracion,60000456,P42,MC,MECE ORAS,29/05/2025,C370,Controlador cava refrigeracion N°01,4
100000884,03/05/2025,Reparacion de vitrina 3,60000927,P42,MC,MECE ORAS,29/05/2025,C370,Vitrina refrigeracion N°03,0
100000885,03/05/2025,reparacion de techo salon punto de venta,60000726,P43,MC,MECE ORAS,21/05/2025,C370,,0
100000892,03/05/2025,Luces vitrina dañada,60000426,P42,MC,MECE ORAS,05/05/2025,C100,Vitrina congelacion N°01,0
100000905,03/05/2025,Lampara de la cava de congelacion mala,60000448,P42,MC,MECE ORAS,21/05/2025,C170,,0
100000907,03/05/2025,Daño en cava de congelacion,60000447,P42,MC,MECE ORAS,21/05/2025,C210,Evaporador cava congelacion N°01,0
100000909,04/05/2025,breaker Iluminacion malo,60000487,P41,MC,MECE ORAS,21/05/2025,C390,,0
100000919,05/05/2025,ARREGLO DE MOLINO,60000462,P41,MC,MECE ORAS,02/07/2025,C400,Molino,2
100000922,05/05/2025,daño en lavado de sala de procesos,60000469,P43,MC,MECE ORAS,21/05/2025,C210,,0
100000931,05/05/2025,reparacion luces de oficina,60000465,P41,MC,MECE ORAS,30/05/2025,C110,,3
